Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"Mala is the original Sanskrit word for the prayer beads used for counting mantra recitations. Malas are ubiquitous in Tibetan Buddhist communities all over the world, wrapped around wrists or dangling from fingers, accompanying the humming recitations of mantras.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3312021209807473978_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3312021209807402603_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3312021209807389003_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3312021209807362249_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3312021209799074591_1580798609.jpg,,,,,,1566,5,5,norlha_atelier
"Scarf-Detail Cape ~ This lightweight cape drapes over the body with a fluid form. It features an oversized panel at the neck that, can be worn like a scarf or left to hang loosely.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3310478910749163019_1580798609.jpg,,,,,,,,,,,1897,1,14,norlha_atelier
"Before weaving the scarf, the warp is prepared by artisans in a very meticulous and long process that requires much concentration. Then they prepare the shuttle loom, an 18th century English invention, from India and Nepal that requires no power. Thanks to the pedals and frames of this loom, artisans can weave an infinite number of patterns in minimal quantities making it perfect for a village size production center like Norlha",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3307546149633744358_1580798609.jpg,,,,,,,,,,,641,1,4,norlha_atelier
Dukar Tso གདུགས་དཀར་འཚོ། connecting to nature on the Tibetan plateau ~ #AnOtherEarthDay,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3306204404551722006_1580798609.jpg,,,,,,,,,,,2881,1,7,norlha_atelier
"This Lunar New Year marks the return of the Dragon. The Dragon is considered an auspicious creature who has the ability to swim, fly, walk on land, and travel between dimensions. The dragon represents power and courage, but is also a symbol of strength and new beginnings.

~ make bold moves
~ find your strength 
~ believe in yourself 
~ innovate 
~ claim & stay in your power 
~ remember your magic",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3301843150601127246_1580798609.jpg,,,,,,,,,,,2100,1,8,norlha_atelier
གནམ་ལོ་གསར་ཚེས་ལ་བཀྲ་ཤིས་བདེ་ལེགས། Happy Losar for the year of the Wood Dragon ~ May the dragons fiery breath light up your path this year. A monk from Ritoma Monastery next to his beautiful creation of a Dragon drawn with lime powder.,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3299640772816579640_1580798609.jpg,,,,,,,,,,,5732,1,23,norlha_atelier
"Feather Waterfall Scarf ~ A softly textured yak khullu and silk-blend scarf. Its distinctive design features a centre panel of naturally pleated fabric, an effect which is created by the balance between the yak wool and silk in its weave",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3297555092137407445_1580798609.jpg,,,,,,,,,,,502,1,3,norlha_atelier
"Past Ritoma Monastery, hidden from view on a hill is a small temple devoted to the meditational deity Chanadorje. It was built in the late 18th century by Je Khedup Tenzin, also the founder of Ritoma Monastery, a disciple of the 2nd and 3rd Khunchen Rinpoche or Jamyang Shepa. When Khedup Tenzin first visited Ritoma, he did a retreat on the site of Chador Khorchen, the site of a renowned natural stone manifestation of Chana dorje, on which grew hair. Following the retreat, a small temple was built to commemorate it, and the site became famous for its healing powers.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3296128062636244787_1580798609.jpg,,,,,,,,,,,674,1,3,norlha_atelier
"Lunar New Year giveaway ~ NOW CLOSED

2024 marks the year of the Wood Dragon. The Dragon is considered an auspicious creature who excels in many talents. It symbolises power, honour, luck, and success and 2024 is believed to bring about opportunity, change, and challenges. It is an opportunity for anyone looking for a shift in their life or already riding the waves of change.

In celebration of our community near and far, we wish to gift a selected participant and their friend a Wood Dragon Gift Set.
 
We invite you all to follow the steps below to participate ~

~ Tag a friend who you’re looking forward to spending time with this year, kindly sharing an intention you have with them for this year of the Dragon
~ Like this post and follow @norlha_atelier 

~ Both you and your friend will be entered to receive a Gift Set

T&Cs
You must be over 18. No purchase necessary to enter. The competition closes on Thursday, February 8th at 11.59pm GMT and the winner will be announced by EOD on Saturday 10th February. The winner will be notified within 24 hours of the competition closing. Costs of shipping will be covered by Norlha. This competition is not affiliated with Instagram.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3292510114675922694_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3292510114667324225_1580798609.jpg,,,,,,,,,2430,2,271,norlha_atelier
"Spinning is a natural activity in most pastoral cultures. Tibetan nomads live among sheep and yak, and have spun and woven their animal’s wool and hair from time immemorial. Most common is spinning sheep wool, a long fiber, with a drop spindle and using the thread to weave cloth for clothing and other household uses. Yak khullu, due to the short and fine nature of its fiber, was difficult to spin, though it was sometimes used for special occasions.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3288721515274820555_1580798609.jpg,,,,,,,,,,,658,1,2,norlha_atelier
David Sirbiladze wearing our Feather ripples scarf in sandstone ~ El Hombre del Valle Rojo by Paris Image Unlimited,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3286757727067469081_1580798609.jpg,,,,,,,,,,,577,1,4,norlha_atelier
"Pagpa Tso འཕགས་ཏེ། prostrating on the Tibetan Plateau ~

There are two types of prostration: half and full body, the latter involving lying flat on the ground and extending the arms above the head, palms joined. Each prostration is preceded by the gesture of joined palms gathered on the forehead, meaning the body, at the heart for speech, and at the heart for the mind. It is a way of slicing through pride, an experience of humbling oneself towards an ideal one seeks to attain.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761657270193567_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656951348102_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656968243288_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656968118243_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656959800388_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656959702899_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656959696619_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656959599353_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656951364704_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3283761656951359074_1580798609.jpg,,3979,10,14,norlha_atelier
Prince Light Scarf ~ An immensely soft and lightweight scarf made from the world’s finest yak khullu.,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3282534648497905404_1580798609.jpg,,,,,,,,,,,1151,1,10,norlha_atelier
"Pagpa Tso འཕགས་ཏེ། prostrating on the Tibetan Plateau ~

Prostration is considered a preliminary practice, a detoxing of the spirit, one that will clear the path of obstacles towards attaining realization. #AnOtherEarthDay",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3280342727943914931_1580798609.jpg,,,,,,,,,,,1691,1,7,norlha_atelier
"Tibetan Shirt Dress ~ This shirt dress, crafted from the finest yak khullu and silk blend, embodies lightness and texture. With an asymmetrical cut, traditional Tibetan-inspired collar this shirt dress is a fusion of heritage and modernity.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3278735758397179908_1580798609.jpg,,,,,,,,,,,984,1,12,norlha_atelier
"Sisters Dukar Tso གདུགས་དཀར་འཚོ། and Rinchen Kyi རིན་ཆེན་སྐྱིད། ~ We have around 130 employees at Norlha, all issued from the 200 families in the village with half having at least one member working at Norlha. Because Ritoma is such a small community, everyone works alongside a brother, sister, cousin, in law or parent.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3277160682002529401_1580798609.jpg,,,,,,,,,,,4609,1,11,norlha_atelier
འབྲུག་མོ་མཁར — Dumo Khar with her grey yeko (baby yak). Dumo has been a tailor at Norha since 2020,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3274351108904122600_1580798609.jpg,,,,,,,,,,,45504,1,52,norlha_atelier
"Traditionally, Ritoma women were immersed in nomadic life. Their day began at 3 am with the milking of the dris (female yak) and the collecting of yak and sheep dung which they processed and used for fuel. Chores went on all day it was a hard life in a harsh climate. Things are changing and now women have more options. Working hard was always part of their life and when Norlha began to offer jobs over a decade ago, they easily embraced the change from herder to artisan. Norlha’s workforce is now over 60% women, all former nomads or from nomad families.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3272852088712995079_1580798609.jpg,,,,,,,,,,,1690,1,6,norlha_atelier
"2023 has been a year of revival for Norlha. The aftermath of the pandemic left us rebuilding, reinventing and reflecting. Normalcy felt like a luxury, bringing a renewed appreciation for all that the Pandemic did not and could not take from us. We remain strengthened by the community and nature surrounding us, which drive our motivation and inspiration. Discover our New Year Message ~ link in bio",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3271303319588655865_1580798609.jpg,,,,,,,,,,,1295,1,5,norlha_atelier
"Over the last decade, Norlha has trained over 150 artisans with skills to become expert weavers, spinners, tailors, dyers and felters at the Norlha Atelier, with more than 72% of the artisans being female.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3269380242587997275_1580798609.jpg,,,,,,,,,,,1387,1,8,norlha_atelier
"Sign up to our newsletter to receive our bi monthly curated news for the mind, body and spirit. Next edition is launching soon ~ link in bio to sign up, sneak peak below.

I N S I G H T 

Contemplate ~ this imaginary collection of archaeological objects in ‘Hermes- Unesco,’ by Martin Bollati. @martinbollati 

Consider ~ repair as a transient craft practice in “Mending at the Margins,” by Diamond Abdulrahim. @vestojco_op 

Investigate ~ the history, ecology, and global dynamics of wool production in “Oltre Terra” by Formafantasma. @formafantasma 

C O N N E C T 

Discover ~ the story of Moyenne Island, a place transformed into the smallest national park in the world.

Experience ~ gold and silver weave with fibers in the work of Colombian textile artist Olga de Amaral. @olgadeamaral 

Explore ~ antique maps and atlases in this vast digital archive of Sunderland Collection. 

Learn ~ about the sacred and beautiful practice of aboriginal bark painting from Yirrkala, Australia. @e_flux 

N O U R I S H 

Immerse ~ in Tree Drawings, an ongoing project by Tim Knowle’s with trees.

Ground ~ in the age-old ritual of stone-stacking in the wild. @natgeo

Restore ~ with the peaceful healing mantras of Drukmo Gyal, a Tibetan born singer. @drukmogyal",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3267049477585979310_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3267049477158189318_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3267049477158023100_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3267049477157983745_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3267049477149666153_1580798609.jpg,,,,,,296,5,3,norlha_atelier
"Where heritage meets heart, weaving the essence of the Tibetan Plateau into every creation ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3266363788926023751_1580798609.jpg,,,,,,,,,,,1294,1,3,norlha_atelier
"The dumbom, or stone cairn, is an endemic feature of the Tibetan Plateau landscape. They appear on common ground, on the banks of lakes, hilltops, and mountain passes, or at nomad camps or family dwellings. A dumbom is erected to appease the local deities. It is seen as an aid to either restore the natural balance or avoid future misfortune for humans and animals: drought, disease, or disastrous weather brought on by common negative karma caused by disrespect towards the environment and the unseen beings that act as its guardian.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3262735331625256727_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3262735331608414524_1580798609.jpg,,,,,,,,,860,2,1,norlha_atelier
Golo  མགོ་ལོ། weaver at Norlha ~ by @kinbykin,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3260506009631841405_1580798609.jpg,,,,,,,,,,,6212,1,6,norlha_atelier
"Nomads move pasture three to four times in a year. The number of animals grazing and the quality of the grass determines the length of their stay, and when they judge and the area has been sufficiently grazed, they pack up their tents and possessions and prepare the move with their yaks or more recently with their three-wheelers.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3256963193156703055_1580798609.jpg,,,,,,,,,,,423,1,2,norlha_atelier
"Nomad Pilgrim Scarf ~  Made from pure yak khullu this midweight scarf  features a gridded design in deep brown and grey, with cropped fringing and a deep brown border.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3252707447594337791_1580798609.jpg,,,,,,,,,,,687,1,3,norlha_atelier
"Discovering yak khullu, Norlha uncovered a hidden gem and revealed its qualities and its versatile ability to seamlessly blend with other precious fibres allowing the creation of a variety of textiles suited for all seasons.
 
Over the years, the Atelier has acquired an intimate knowledge of yak khullu, from spinning, weaving, felting and boiling, gradually mastering yet undiscovered techniques that allow for infinite creative possibilities ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3251229142525468952_1580798609.jpg,,,,,,,,,,,1071,1,4,norlha_atelier
"Circular collection ~ This collection of eight unique, individually numbered blankets is made from unused sections of hand-woven fabrics and scarves that have been carefully saved and archived at the atelier since Norlha began. Each blanket is a patchwork of exceptionally soft yak khullu and silk-blend fabrics in tonal whites and browns and greys. 

As with all of Norlha’s blankets, these pieces are intended to be future heirlooms ­– made to use and keep and pass on. 
Link in bio~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3248311033967868565_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3248304233281426624_1580798609.mp4,,,,,,,,,1625,2,14,norlha_atelier
"Norlha's soon to launch Circular blankets celebrate craft and conservation ~ Norlha is releasing a limited collection of one-of-a-kind blankets made from recycled yak wool fabrics. 

Out of respect for khullu and the energy and resources used to turn its fibres into fabric, Norlha saves any unused khullu textiles and yarn to repurpose. Valuing materials in this way speaks to practices of conserving and mending that are part of Tibetan nomadic culture, in which scraps are collected and saved to be used again and again.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3246810710421894686_1580798609.jpg,,,,,,,,,,,771,1,5,norlha_atelier
"Praying 108 times for peace.

108 is a sacred number in many cultures and religions, in Tibet this sacred number has been spun out into many areas of not only religious, but daily life. A rosary, used for counting prayers, must have 108 beads, and a nomad woman braids her hair into 108 tresses. The number 108 is also used for blessing.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3245330610685882571_1580798609.jpg,,,,,,,,,,,612,1,4,norlha_atelier
"‘A handspun piece has an organic feel and a comforting ruggedness that blends softness and dependability. Fine, handspun yak wool retains its pliability and smoothness – qualities that only mature with time.’ – Kim Yeshi, Norlha president and co-founder.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3241686581469410577_1580798609.jpg,,,,,,,,,,,1204,1,6,norlha_atelier
"Overfelt Chic Falls Scarf ~ This midweight scarf is made from a delicately textured yak khullu and silk-blend woven fabric that has been over-felted with pure yak khullu to give extra warmth and density. Its design features a narrow, raised rib of coloured fibre along its length.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3239532891284083694_1580798609.jpg,,,,,,,,,,,1027,1,6,norlha_atelier
"November 13th is a day that marks the passage of time. It celebrates the people who have come together to make Norlha possible and a chance to look back at the journey we began 16 years ago as a community bound by enthusiasm, artistry, and discovery.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3235930023212974495_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3235930023212956439_1580798609.jpg,,,,,,,,,1674,2,6,norlha_atelier
"The bond between a yak and his herder is sacred. The herders follow them in a transhumance pattern between spring, summer autumn and winter pasture. Yaks contribute to maintain the delicate ecosystem; they graze on a high variety of flora, fertilizing the land which their manure, and spreading the seeds with their hooves. Photo by @kinbykin ~ #AnOtherEarthDay",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3230957677045661935_1580798609.jpg,,,,,,,,,,,115507,1,106,norlha_atelier
"Feather Ripples Scarf ~ This lightweight scarf is made from a yak khullu and silk blend, a luxurious combination of fibres that creates a crinkled effect in the fabric.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3227160064337054709_1580798609.jpg,,,,,,,,,,,753,1,4,norlha_atelier
"The main edibles for life on the move were the Tibetan basics of tsampa, dried cheese, dried meat and butter. Except for butter that travelled in a wooden box, the other staples had little drawstring bags made of wool or skin, and would all be placed in a saddle bag for easy access. A full meal thus only required hot water, provided by a fire built on the road, lit with the flint stones that every man wore hanging from his belt. Since riding happened for hours at a time, most travelers also wore a necklace of hard cheese, which they chewed as they went along, to calm hunger until the next stop. Photo by @kinbykin ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3224898505468338370_1580798609.jpg,,,,,,,,,,,555,1,2,norlha_atelier
"As the Tibetan Plateau’s first yak khullu atelier, Norlha is committed to celebrating the remarkable qualities of this rare fibre known for its softness, durability and warmth. Founded with a deep commitment to sustainable development and positive social change, Norlha works with local artisans to create the world’s finest yak khullu scarves, clothing and homewares. Photo by @nikkimcclarron ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3220003842802396935_1580798609.jpg,,,,,,,,,,,1115,1,6,norlha_atelier
"A Khata is a white scarf used for ceremonial occasions in regions where Tibetan Buddhism is practised or holds a strong influence. A symbol of honour and respect, it is presented as a greeting, signalling a welcome to an arriving person or respect to a deity when visiting a temple. Khatas are offered to sadag (earth gods) by tying them to trees or rocks. 

To honour, thank and welcome all new customers, we offer a Tibetan Protector Knot hand tied from a white Khata scarf.  Link in bio to learn more ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3217639193293537848_1580798609.jpg,,,,,,,,,,,915,1,1,norlha_atelier
"Dense Boiled Rows Scarf ~ An intensely soft 100% yak khullu scarf. The finished fabric is boiled for added density and a fleece-like touch. It features a subtle, checked design and a gently rippled edge. A team of 12 artisans handmade this scarf with the khullu fiber of 3 yaks at the Norlha Atelier on the Tibetan Plateau.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3212886210726859023_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3212851808416421508_1580798609.mp4,,,,,,,,,1427,2,7,norlha_atelier
"The very first piece to be created at Norlha Atelier, the Nomad Classic is the quintessential yak khullu scarf. With a 100% yak wool warp and weft, its slightly rugged, densely soft weave is created by one artisan using a four-pedal loom. A favourite among Ritoma’s local nomads, who wear these scarves year-round, the Classic is truly representative of life on the plateau.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3206233644765032847_1580798609.jpg,,,,,,,,,,,3392,1,25,norlha_atelier
"A particular focus of Norlha’s collection of scarves for this season is over-felting (nuno felting)– a technique perfected by Norlha’s artisans, wherein a base woven fabric is felted with pure khullu. This hand-finished process adds warmth and density to the weave while creating a double-faced effect through textural and tonal variance in the finished fabric.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3200343889598821370_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3200343889280054934_1580798609.jpg,,,,,,,,,961,2,5,norlha_atelier
"Ethical khullu fiber ~ Yaks are neither clipped or combed for their fiber and animals are never deprived of their natural protection. Khullu is a molt, and if not gathered on time, it naturally falls, lost to everyone. Khullu begins to loosen in June, leaving a narrow window for collection, which is done by prying the loosening fiber.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3196512004049388889_1580798609.jpg,,,,,,,,,,,2785,1,10,norlha_atelier
"Kelsang Kyi is a felter and has worked at Norlha for 9 years.

Traditionally, Ritoma women were immersed in nomadic life. Things are changing and now women have more options. Working hard was always part of their life and when Norlha began to offer jobs over a decade ago, they easily embraced the change from herder to artisan. Norlha’s workforce is now over 60% women, all former nomads or from nomad families.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3191582969995502846_1580798609.jpg,,,,,,,,,,,1181,1,5,norlha_atelier
"Stupa is an important religious monument in Tibet. This unique religious architectural form expresses significant religious symbolism and presents Buddha's physical presence. 

Labrang ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3185130053860395546_1580798609.jpg,,,,,,,,,,,855,1,4,norlha_atelier
"Launching our latest collection of handmade scarves as ready to wear pieces inspired by the synergy between people and the natural world on the Tibetan Plateau.

For centuries, Tibetan nomads have nurtured a reciprocal relationship with the pastures and animals on whom they depend – guided by principles of care, respect and gratitude. These beliefs are the foundation of the nomads’ relationship with the yak, who provide communities with indispensable resources and are the backbone of their livelihoods.

The balance of colours in Norlha’s AW23 collections subtly references this fruitful coexistence. The RTW collection’s tonal browns, greys and greens reflect the muted shades of the pastures, while the highly pigmented yellows, pinks, oranges, blues and reds of the scarves and accessories nod towards the human presence on the plateau.  Link in bio to view new collection 

 ~ 

Thank you, as always, to the whole incredible team for making this all possible.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3181554190086791144_1580798609.jpg,,,,,,,,,,,940,1,13,norlha_atelier
"Norlha’s soon to launch Autumn/Winter collection was inspired by the synergy between people and the natural world on the Tibetan Plateau.

For centuries, Tibetan nomads have nurtured a reciprocal relationship with the pastures and animals on whom they depend – guided by principles of care, respect and gratitude. These beliefs are the foundation of the nomads’ relationship with the yak, who provide communities with indispensable resources and are the backbone of their livelihoods.

The balance of colours in Norlha’s AW23 collections subtly references this fruitful coexistence. ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3179394111461463962_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3179394021770642778_1580798609.mp4,,,,,,,,,735,2,4,norlha_atelier
The last months of summer on the Plateau ~,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3174624487883018623_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/3174624071539579881_1580798609.mp4,,,,,,,,,1755,2,11,norlha_atelier
